"DISPATCH UNITS",LOCATION,TYPE,ADDRESS,CITY,"CREATE DATE"
"E48, E650","8001 CHURCH ST, GILROY, CA, 95020",MEDICF,"8001 CHURCH ST",Gilroy,"2025-07-20 12:33"
E47,,MEDICF,"200 E TENTH ST",Gilroy,"2025-06-21 23:56"
E47,,MEDICF,"6851 MONTEREY RD",Gilroy,"2025-05-22 14:47"
E48,"8490 WREN AVE, GILROY, CA, 95020",MEDICF,"8490 WREN AV",Gilroy,"2026-02-20 00:11"
E47,"7900 ARROYO CIR, GILROY, CA, 95020",MEDICF,"7900 ARROYO CI",Gilroy,"2025-05-22 15:37"
"E49, E47",,AUTOAVA,"NEW AV/BUENA VISTA AV","Santa Clara County","2025-05-09 07:53"
E49,"9522 EAGLE HILLS WAY, GILROY, CA, 95020",PSLIFT,"9522 EAGLE HILLS WY",Gilroy,"2026-05-31 22:18"
E47,"7050 MILLER AVE, GILROY, CA, 95020",SMOKE,"7050 MILLER AV",Gilroy,"2025-05-09 07:57"
"B48, WT68, T47, E48, E49, E650, B68, E69, E68","1720 COLONY WAY, GILROY, CA, 95020",GASIF,"1720 COLONY WY",Gilroy,"2025-08-14 20:45"
E47,"7301 HANNA ST, GILROY, CA, 95020",MEDICF,"7301 HANNA ST",Gilroy,"2025-06-21 22:34"
"E47, RM49","5502 MESA RD, GILROY, CA, 95020",MEDICF,"5502 MESA RD",Gilroy,"2026-07-01 21:23"
B47,"7070 CHESTNUT ST, GILROY, CA, 95020",TESTF,"7070 CHESTNUT ST",Gilroy,"2025-07-11 10:01"
E47,,AUTOAF,"HOLSCLAW RD/PACHECO PASS HY","Santa Clara County","2025-07-03 03:36"
E49,"8400 CARMEL ST, GILROY, CA, 95020",MEDICF,"8400 CARMEL ST",Gilroy,"2026-01-15 04:45"
E48,"930 THIRD ST, GILROY, CA, 95020",MEDICF,"930 THIRD ST",Gilroy,"2025-05-09 08:51"
E47,,MEDICF,"651 W SIXTH ST",Gilroy,"2025-06-22 00:15"
E49,"9165 LOGANBERRY DR, GILROY, CA, 95020",MEDICF,"9165 LOGANBERRY DR",Gilroy,"2025-10-25 12:30"
E49,"8505 CHURCH ST, GILROY, CA, 95020",MEDICF,"8505 CHURCH ST",Gilroy,"2025-09-17 18:24"
E48,"920 HOESCH WAY, GILROY, CA, 95020",MEDICF,"920 HOESCH WY",Gilroy,"2025-07-20 13:32"
E48,"490 ARNOLD DR, GILROY, CA, 95020",MEDICF,"490 ARNOLD DR",Gilroy,"2025-10-27 06:36"
E48,,SMOKE,"1599 THIRD ST",Gilroy,"2025-06-28 06:37"
E48,"8490 WREN AVE, GILROY, CA, 95020",MEDICF,"8490 WREN AV",Gilroy,"2025-07-11 10:03"
E48,"459 MADISON CT, GILROY, CA, 95020",MEDICF,"459 MADISON CT",Gilroy,"2025-06-22 00:40"
E50,"6341 TANNAT LN, GILROY, CA, 95020",MEDICF,"6341 TANNAT LN",Gilroy,"2026-01-20 02:50"
"E47, B49","7070 CHESTNUT ST, GILROY, CA, 95020",TESTF,"7070 CHESTNUT ST",Gilroy,"2025-05-22 17:53"
E49,"7610 ISABELLA WAY, GILROY, CA, 95020",MEDICF,"7610 ISABELLA WY",Gilroy,"2025-04-22 15:49"
"E169, E48, E49, B47, E47, E69, E348","1865 MANTELLI DR, GILROY, CA, 95020",VEGF,"1865 MANTELLI DR",Gilroy,"2025-06-28 02:24"
E47,"7466 MONTEREY ST, GILROY, CA, 95020",MEDICF,"7466 MONTEREY ST",Gilroy,"2025-06-28 02:42"
"E48, E47",,VEHF,"CHURCH ST/W TENTH ST",Gilroy,"2025-06-22 00:34"
B49,"7070 CHESTNUT ST, GILROY, CA, 95020",TESTF,"7070 CHESTNUT ST",Gilroy,"2025-05-22 18:07"
E49,"11 COHANSEY AVE, GILROY, CA, 95020",MEDICF,"11 COHANSEY AV",Gilroy,"2025-06-28 03:53"
"E48, E47, E49, B49","7070 CHESTNUT ST, GILROY, CA, 95020",TESTF,"7070 CHESTNUT ST",Gilroy,"2025-05-22 18:09"
E49,"1604 VALLEY OAKS DR, GILROY, CA, 95020",MEDICF,"1604 VALLEY OAKS DR",Gilroy,"2025-05-09 09:59"
E49,"7600 ISABELLA WAY, GILROY, CA, 95020",MEDICF,"7600 ISABELLA WY",Gilroy,"2025-06-28 16:03"
E48,"797 LAWRENCE DR, GILROY, CA, 95020",MEDICF,"797 LAWRENCE DR",Gilroy,"2025-12-03 06:43"
E49,"7600 ISABELLA WAY, GILROY, CA, 95020",MEDICF,"7600 ISABELLA WY",Gilroy,"2025-06-28 04:24"
E48,,MEDICF,"WREN AV/GARY ST",Gilroy,"2025-06-28 10:10"
E48,"8282 MURRAY AVE, GILROY, CA, 95020",MEDICF,"8282 MURRAY AV",Gilroy,"2025-06-28 16:46"
"E49, E48","8490 WREN AVE, GILROY, CA, 95020",MEDICF,"8490 WREN AV",Gilroy,"2025-06-22 00:49"
E48,"8224 KELTON DR, GILROY, CA, 95020",MEDICF,"8224 KELTON DR",Gilroy,"2026-02-22 23:18"
E49,,MEDICF,"MONTEREY RD/LAS ANIMAS AV",Gilroy,"2025-05-22 21:45"
E48,,MEDICF,"WELBURN AV/HANNA ST",Gilroy,"2025-07-03 05:58"
E50,"2330 CLUB DR, GILROY, CA, 95020",MEDICF,"2330 CLUB DR",Gilroy,"2025-11-05 08:47"
E48,"8170 MURRAY AVE, GILROY, CA, 95020",MEDICF,"8170 MURRAY AV",Gilroy,"2025-06-22 03:44"
E48,"370 LEAVESLEY RD, GILROY, CA, 95020",MEDICF,"370 LEAVESLEY RD",Gilroy,"2026-01-28 04:33"
E48,,MEDICF,"8610 SAN YSIDRO AV",Gilroy,"2025-04-22 10:42"
E49,"1283 BLUE PARROT CT, GILROY, CA, 95020",MEDICF,"1283 BLUE PARROT CT",Gilroy,"2025-04-22 10:45"
E47,"7350 PRINCEVALLE ST, GILROY, CA, 95020",MEDICF,"7350 PRINCEVALLE ST",Gilroy,"2025-05-23 03:51"
"E50, E47, E650","5422 MESA RD, GILROY, CA, 95020",MEDICF,"5422 MESA RD",Gilroy,"2025-07-20 13:56"
E47,"6791 ALEXANDER ST, GILROY, CA, 95020",1033WF,"6791 ALEXANDER ST",Gilroy,"2025-07-03 06:56"
E47,"7721 MURRAY AVE, GILROY, CA, 95020",MEDICF,"7721 MURRAY AV",Gilroy,"2026-04-19 23:30"
E49,"9305 MONTEREY RD, GILROY, CA, 95020",MEDICF,"9305 MONTEREY RD",Gilroy,"2025-07-28 20:27"
E47,,MEDICF,"651 W SIXTH ST",Gilroy,"2025-05-22 20:47"
"E169, B49, E47",,MEDICF,"US HWY 101/LEAVESLEY RD",Gilroy,"2025-05-23 01:56"
E47,"342 MARTIN ST, GILROY, CA, 95020",MEDICF,"342 MARTIN ST",Gilroy,"2025-06-03 10:57"
E47,"6865 CAMINO ARROYO, GILROY, CA, 95020",FIREOF,"6865 CAMINO ARROYO",Gilroy,"2025-05-23 00:49"
E48,"7650 PRINCEVALLE ST, GILROY, CA, 95020",PSLIFT,"7650 PRINCEVALLE ST",Gilroy,"2025-10-24 14:21"
E47,"7080 YORKTOWN DR, GILROY, CA, 95020",MEDICF,"7080 YORKTOWN DR",Gilroy,"2025-05-09 13:13"
E48,,MEDICF,"1205 FIRST ST",Gilroy,"2025-06-03 11:26"
E47,"2771 FERGUSON RD, GILROY, CA, 95020",AUTOAVA,"2771 FERGUSON RD","Santa Clara County","2026-01-25 23:49"
"B47, E48, E650, E47, E49, E68, B68","1920 BALLYBUNION CT, GILROY, CA, 95020",ELECTSF,"1920 BALLYBUNION CT",Gilroy,"2025-07-11 10:36"
E48,,MEDICF,"WESTWOOD DR/FIRST ST",Gilroy,"2025-05-09 13:25"
E47,"7150 CAMINO ARROYO, GILROY, CA, 95020",MEDICF,"7150 CAMINO ARROYO",Gilroy,"2025-05-23 06:26"
E47,"5422 MESA RD, GILROY, CA, 95020",MEDICF,"5422 MESA RD",Gilroy,"2025-06-29 06:50"
T47,,MEDICF,"651 W SIXTH ST",Gilroy,"2025-08-14 22:47"
E47,"6357 HYDE PARK DR, GILROY, CA, 95020",PSLIFT,"6357 HYDE PARK DR",Gilroy,"2025-07-03 07:27"
"E49, E47","8300 ARROYO CIR, GILROY, CA, 95020",LOCK,"8300 ARROYO CI",Gilroy,"2025-05-09 13:31"
E47,"7236 CARR PL, GILROY, CA, 95020",MEDICF,"7236 CARR PL",Gilroy,"2025-05-09 17:49"
E47,,MEDICF,"500 W TENTH ST",Gilroy,"2025-10-27 07:21"
E48,"8571 AMANDA AVE, GILROY, CA, 95020",PSLIFT,"8571 AMANDA AV",Gilroy,"2025-05-09 16:27"
"E49, B48, E47",,1180F,"SAN YSIDRO AV/LEAVESLEY RD",Gilroy,"2025-05-09 13:39"
E47,"7256 CHURCH ST, GILROY, CA, 95020",ODF,"7256 CHURCH ST",Gilroy,"2025-10-24 14:05"
E48,"8117 KELTON DR, GILROY, CA, 95020",MEDICF,"8117 KELTON DR",Gilroy,"2025-06-18 05:19"
"E48, RM49","751 LA ALONDRA WAY, GILROY, CA, 95020",MEDICF,"751 LA ALONDRA WY",Gilroy,"2026-02-25 17:31"
E49,,MEDICF,"6755 CAMINO ARROYO",Gilroy,"2025-05-09 15:34"
E48,,AUTOAM,"2460 SCARLETT RD","Santa Clara County","2025-05-09 17:13"
E48,"8777 SAN YSIDRO AVE, GILROY, CA, 95020",MEDICF,"8777 SAN YSIDRO AV",Gilroy,"2025-09-17 18:17"
E47,"7144 CHURCH ST, GILROY, CA, 95020",MEDICF,"7144 CHURCH ST",Gilroy,"2026-02-22 00:07"
E49,"5530 MONTEREY RD, GILROY, CA, 95020",MEDICF,"5530 MONTEREY RD",Gilroy,"2025-05-09 16:37"
E69,"2695 HECKER PASS RD, GILROY, CA, 95020",MEDICF,"2695 HECKER PASS RD",Gilroy,"2025-05-09 16:39"
E169,"5921 WINGED FOOT DR, GILROY, CA, 95020",MEDICF,"5921 WINGED FOOT DR",Gilroy,"2025-05-09 16:41"
"E650, B48","5422 MESA RD, GILROY, CA, 95020",MEDICF,"5422 MESA RD",Gilroy,"2025-07-20 14:42"
E49,,AUTOAM,"10220 JEAN ELLEN DR",COUNTY,"2025-08-23 16:20"
E48,,MEDICF,"200 E TENTH ST",Gilroy,"2025-05-09 15:53"
E48,,MEDICF,"1300 SOUTHSIDE DR",Gilroy,"2025-05-09 14:06"
E49,"1604 VALLEY OAKS DR, GILROY, CA, 95020",PSLIFT,"1604 VALLEY OAKS DR",Gilroy,"2025-05-09 14:07"
E47,,AUTOAM,"6348 CANADA RD","Santa Clara County","2025-05-09 15:16"
E48,,MEDICF,"905 FIRST ST",Gilroy,"2025-05-09 15:16"
E48,"375 LEAVESLEY RD, GILROY, CA, 95020",MEDICF,"375 LEAVESLEY RD",Gilroy,"2026-02-27 02:03"
E47,"6500 MONTEREY RD, GILROY, CA, 95020",MEDICF,"6500 MONTEREY RD",Gilroy,"2025-06-22 06:56"
E48,"8120 LAS ANIMAS CT, GILROY, CA, 95020",MEDICF,"8120 LAS ANIMAS CT",Gilroy,"2025-06-12 05:15"
"E47, B50, E50","7040 HANNA ST, GILROY, CA, 95020",HAZCONF,"7040 HANNA ST",Gilroy,"2025-09-17 17:52"
E48,"310 EL CERRITO WAY, GILROY, CA, 95020",MEDICF,"310 EL CERRITO WY",Gilroy,"2026-03-18 13:16"
"B48, E47",,AUTOAVA,"4980 FRAZIER LAKE RD","Santa Clara County","2025-05-09 21:40"
E47,,1033WF,"1350 PACHECO PASS HY",Gilroy,"2025-05-09 21:31"
E48,"985 MONTE BELLO DR APT A101, GILROY, CA, 95020",MEDICF,"985 MONTE BELLO DR",Gilroy,"2025-07-20 16:23"
E49,"9821 RANCHO HILLS DR, GILROY, CA, 95020",MEDICF,"9821 RANCHO HILLS DR",Gilroy,"2025-10-10 15:00"
E48,,MEDICF,"777 FIRST ST",Gilroy,"2025-05-09 20:43"
E47,,AUTOAVA,"HOLSCLAW RD/LEAVESLEY RD","Santa Clara County","2025-08-02 11:21"
E48,,MEDICF,"1209 FIRST ST",Gilroy,"2025-05-23 08:11"
E48,,AUTOAVA,"LAS ANIMAS AV/MARCELLA AV","Santa Clara County","2025-04-09 09:49"
E48,"930 THIRD ST, GILROY, CA, 95020",1033SD,"930 THIRD ST",Gilroy,"2025-10-18 20:04"
E49,,MEDICF,"975 FIRST ST",Gilroy,"2025-05-09 20:51"
E50,"1311 W LUCHESSA AVE, GILROY, CA, 95020",MEDICF,"1311 W LUCHESSA AV",Gilroy,"2025-10-18 19:55"
E48,,MEDICF,"8450 KERN AV",Gilroy,"2026-02-28 01:32"
E48,,MEDICF,"935 THIRD ST",Gilroy,"2025-05-09 19:50"
E48,"8306 SPRINGDALE CT, GILROY, CA, 95020",MEDICF,"8306 SPRINGDALE CT",Gilroy,"2025-05-09 21:09"
"B49, E47, E169, E48",,VEGF,"MONTEREY RD ON 101N RP/US HWY 101",Gilroy,"2025-06-03 12:04"
E50,,MEDICF,"450 E EIGHTH ST",Gilroy,"2025-09-17 19:18"
"E49, E48, E47","7430 MONTEREY ST, GILROY, CA, 95020",MEDICF,"7430 MONTEREY ST",Gilroy,"2025-05-10 01:11"
E48,"7520 CARMEL ST, GILROY, CA, 95020",MEDICF,"7520 CARMEL ST",Gilroy,"2025-09-17 20:22"
E48,"8170 MURRAY AVE, GILROY, CA, 95020",MEDICF,"8170 MURRAY AV",Gilroy,"2025-07-28 22:41"
E47,,MEDICF,"MONTEREY ST/THIRD ST",Gilroy,"2025-05-10 04:43"
E47,"7341 MAPLE ST, GILROY, CA, 95020",MEDICF,"7341 MAPLE ST",Gilroy,"2025-05-10 04:54"
E47,"7020 EIGLEBERRY ST, GILROY, CA, 95020",MEDICF,"7020 EIGLEBERRY ST",Gilroy,"2025-07-28 23:32"
E48,"400 LEAVESLEY RD, GILROY, CA, 95020",SMOKE,"400 LEAVESLEY RD",Gilroy,"2026-04-27 16:39"
E48,,MEDICF,"400 LEAVESLEY RD",Gilroy,"2025-05-09 23:12"
E47,"7341 MAPLE ST, GILROY, CA, 95020",MEDICF,"7341 MAPLE ST",Gilroy,"2025-05-10 05:16"
E48,"267 CARLYLE CT, GILROY, CA, 95020",MEDICF,"267 CARLYLE CT",Gilroy,"2025-05-10 06:24"
E47,,MEDICF,"7529 MONTEREY ST",Gilroy,"2025-05-09 23:29"
E48,"8200 KERN AVE, GILROY, CA, 95020",MEDICF,"8200 KERN AV",Gilroy,"2025-05-10 03:17"
E49,"8401 GOLDENROD CIR, GILROY, CA, 95020",PSLIFT,"8401 GOLDENROD CI",Gilroy,"2025-05-10 07:30"
E47,"714 GETTYSBURG WAY, GILROY, CA, 95020",MEDICF,"714 GETTYSBURG WY",Gilroy,"2025-07-29 00:10"
"E650, E47","930 WILDGRASS CT, GILROY, CA, 95020",MEDICF,"930 WILDGRASS CT",Gilroy,"2025-07-20 17:15"
E47,,1033WF,"1350 PACHECO PASS HY",Gilroy,"2025-05-10 00:33"
E48,"1416 WHITE OAK PL, GILROY, CA, 95020",MEDICF,"1416 WHITE OAK PL",Gilroy,"2025-08-15 00:09"
E47,"7571 CHURCH ST, GILROY, CA, 95020",MEDICF,"7571 CHURCH ST",Gilroy,"2025-07-28 22:23"
E47,"6550 CIMINO ST, GILROY, CA, 95020",MEDICF,"6550 CIMINO ST",Gilroy,"2025-06-03 14:10"
E48,"340 IOOF AVE, GILROY, CA, 95020",MEDICF,"340 IOOF AV",Gilroy,"2025-07-29 00:49"
E47,"5880 MONTEREY RD, GILROY, CA, 95020",MEDICF,"5880 MONTEREY RD",Gilroy,"2025-05-10 01:02"
E48,"706 GAGE CT, GILROY, CA, 95020",PSLIFT,"706 GAGE CT",Gilroy,"2025-09-17 19:35"
"E47, E50","850 RENZ LN, GILROY, CA, 95020",1033GF,"850 RENZ LN",Gilroy,"2025-11-01 10:06"
E49,"8851 ACORN WAY, GILROY, CA, 95020",MEDICF,"8851 ACORN WY",Gilroy,"2025-10-18 20:26"
E49,,AUTOAM,"1800 DAY RD","Santa Clara County","2025-05-10 09:13"
E48,"400 KENNEDY CT, GILROY, CA, 95020",MEDICF,"400 KENNEDY CT",Gilroy,"2025-06-22 12:59"
"E47, E49",,MEDICF,"MONTEREY FRONTAGE RD/MONTEREY RD",Gilroy,"2025-05-10 14:07"
E48,"8110 WESTWOOD DR, GILROY, CA, 95020",MEDICF,"8110 WESTWOOD DR",Gilroy,"2025-06-03 18:03"
E2614,,AAF,"350 W SIXTH ST",Gilroy,"2025-08-21 18:58"
E47,"7180 ROSANNA ST, GILROY, CA, 95020",MEDICF,"7180 ROSANNA ST",Gilroy,"2025-05-10 09:24"
E49,"8401 GOLDENROD CIR, GILROY, CA, 95020",PSLIFT,"8401 GOLDENROD CI",Gilroy,"2025-05-10 10:57"
"E47, E48",,1181F,"PRINCEVALLE ST/W TENTH ST",Gilroy,"2025-06-03 16:45"
E48,"8665 MURRAY AVE, GILROY, CA, 95020",MEDICF,"8665 MURRAY AV",Gilroy,"2025-05-10 12:01"
E48,"8770 CHURCH ST, GILROY, CA, 95020",MEDICF,"8770 CHURCH ST",Gilroy,"2025-06-03 17:41"
E47,"8325 ARROYO CIR, GILROY, CA, 95020",LOCK,"8325 ARROYO CI",Gilroy,"2025-05-10 14:19"
E47,"7070 CHESTNUT ST, GILROY, CA, 95020",TESTF,"7070 CHESTNUT ST",Gilroy,"2025-05-23 10:33"
E47,"501 HOOVER CT, GILROY, CA, 95020",SMOKE,"501 HOOVER CT",Gilroy,"2025-07-20 18:20"
"E49, E48",,1180F,"WELBURN AV/MANTELLI DR",Gilroy,"2025-05-10 13:05"
E48,,MEDICF,"1300 FIRST ST",Gilroy,"2025-07-20 19:04"
E49,,AUTOAM,"1885 PACHECO PASS HWY",COUNTY,"2025-05-10 13:50"
E48,"8140 SWANSTON LN, GILROY, CA, 95020",MEDICF,"8140 SWANSTON LN",Gilroy,"2025-07-29 01:07"
E48,"1231 JUNIPER DR, GILROY, CA, 95020",MEDICF,"1231 JUNIPER DR",Gilroy,"2026-05-27 22:52"
E48,"8490 WREN AVE, GILROY, CA, 95020",MEDICF,"8490 WREN AV",Gilroy,"2025-08-17 14:19"
E49,,AUTOAM,"121 MASTEN AV","Santa Clara County","2025-05-10 12:32"
E49,"1100 SUNRISE DR, GILROY, CA, 95020",PSLIFT,"1100 SUNRISE DR",Gilroy,"2025-11-01 10:05"
E47,"771 WILLIAMSBURG WAY, GILROY, CA, 95020",1033CM,"771 WILLIAMSBURG WY",Gilroy,"2025-05-02 20:51"
E47,"170 LONDON PL, GILROY, CA, 95020",MEDICF,"170 LONDON PL",Gilroy,"2025-07-20 18:55"
E47,,MEDICF,"MONTEREY ST/W EIGHTH ST",Gilroy,"2025-05-03 00:31"
E48,,MEDICF,"935 THIRD ST",Gilroy,"2025-05-03 01:18"
"E48, E49",,1181F,"W SEVENTH ST/EIGLEBERRY ST",Gilroy,"2025-05-23 11:28"
E48,"760 EINSTEIN PL, GILROY, CA, 95020",PS,"760 EINSTEIN PL",Gilroy,"2025-05-23 10:54"
"E47, B47, E169",,MEDICF,"US HWY 101/AUTOMALL PARKWAY",Gilroy,"2025-05-23 10:46"
E47,,1033WF,"1350 PACHECO PASS HY",Gilroy,"2025-11-19 08:03"
E48,"7570 SANTA THERESA DR, GILROY, CA, 95020",MEDICF,"7570 SANTA THERESA DR",Gilroy,"2025-10-23 14:14"
E47,,MEDICF,"200 E TENTH ST",Gilroy,"2026-04-04 02:24"
E47,"7301 HANNA ST, GILROY, CA, 95020",MEDICF,"7301 HANNA ST",Gilroy,"2025-09-24 19:30"
E49,"1545 MARGARETA PL, GILROY, CA, 95020",MEDICF,"1545 MARGARETA PL",Gilroy,"2025-07-03 10:11"
E49,,AUTOAVA,"10745 GREENVALLEY",,"2025-05-10 19:20"
E47,"7110 CAMINO ARROYO, GILROY, CA, 95020",MEDICF,"7110 CAMINO ARROYO",Gilroy,"2025-07-29 03:56"
"B47, E169, E47",,VEGF,"US HWY 101/LEAVESLEY RD",Gilroy,"2025-05-10 16:09"
E47,,MEDICF,"651 W SIXTH ST",Gilroy,"2025-06-03 19:12"
E47,"7289 MONTEREY ST, GILROY, CA, 95020",MEDICF,"7289 MONTEREY ST",Gilroy,"2025-06-20 00:07"
E48,"8401 EAST CT, GILROY, CA, 95020",MEDICF,"8401 EAST CT",Gilroy,"2025-06-20 00:22"
"E47, E49",,AUTOAVA,"RUCKER AV/CENTER AV","Santa Clara County","2025-05-03 19:41"
"B47, E169, E47",,MEDICF,"US HWY 101/LEAVESLEY RD OFF 101N RP",Gilroy,"2025-05-23 11:04"
E48,"1059 WELBURN AVE, GILROY, CA, 95020",MEDICF,"1059 WELBURN AV",Gilroy,"2025-04-10 14:28"
E47,,MEDICF,"7810 ARROYO CI",Gilroy,"2025-05-23 13:42"
E49,"8802 DAFFODIL PL, GILROY, CA, 95020",1033SD,"8802 DAFFODIL PL",Gilroy,"2025-05-10 23:08"
E47,,MEDICF,"W LUCHESSA AV/MONTEREY RD",Gilroy,"2025-06-03 20:03"
E48,"1250 DRIFTWOOD TER, GILROY, CA, 95020",MEDICF,"1250 DRIFTWOOD TE",Gilroy,"2025-06-03 20:20"
E47,"3125 GODFREY AVE, GILROY, CA, 95020",AUTOAM,"3125 GODFREY AV","Santa Clara County","2025-09-17 20:39"
E69,,MOVE,"8383 WREN AV",Gilroy,"2025-05-23 12:31"
E47,,MEDICF,"162 W TENTH ST",Gilroy,"2025-05-10 20:56"
E49,"11 COHANSEY AVE, GILROY, CA, 95020",MEDICF,"11 COHANSEY AV",Gilroy,"2025-05-10 22:16"
E50,"5422 MESA RD, GILROY, CA, 95020",MEDICF,"5422 MESA RD",Gilroy,"2025-07-29 04:55"
E47,,MEDICF,"760 W SIXTH ST",Gilroy,"2025-05-10 23:28"
"E49, E169",,1181F,"W SIXTH ST/CHURCH ST",Gilroy,"2025-05-23 11:42"
E47,,MEDICF,"760 W SIXTH ST",Gilroy,"2025-05-11 00:27"
"E48, B47",,SMOKE,"HECKER PASS RD/BURCHELL RD",Gilroy,"2025-07-11 12:51"
E49,"8860 ZINNIA ST, GILROY, CA, 95020",MEDICF,"8860 ZINNIA ST",Gilroy,"2025-08-15 02:01"
E47,"7251 CAMINO ARROYO, GILROY, CA, 95020",MEDICF,"7251 CAMINO ARROYO",Gilroy,"2025-05-23 12:51"
E48,,MEDICF,"935 THIRD ST",Gilroy,"2025-06-19 21:01"
E47,,MEDICF,"740 RENZ LN",Gilroy,"2025-05-11 02:07"
E48,"2355 ROOP RD, GILROY, CA, 95020",AUTOAM,"2355 ROOP RD","Santa Clara County","2025-06-20 16:27"
E47,,MEDICF,"7370 PRINCEVALLE ST",Gilroy,"2025-05-11 08:29"
E47,,MEDICF,"162 W TENTH ST",Gilroy,"2025-05-23 14:09"
E49,"8740 JAN DR, GILROY, CA, 95020",MEDICF,"8740 JAN DR",Gilroy,"2025-07-03 11:18"
E47,"6701 GARDEN CT, GILROY, CA, 95020",MEDICF,"6701 GARDEN CT",Gilroy,"2025-05-11 10:29"
E49,"1215 SPRIG WAY, GILROY, CA, 95020",1033GF,"1215 SPRIG WY",Gilroy,"2025-08-23 19:05"
E49,,AUTOAVA,"RUCKER AV/FOOTHILL AV","Santa Clara County","2025-05-23 14:18"
E48,"852 WELBURN AVE, GILROY, CA, 95020",MEDICF,"852 WELBURN AV",Gilroy,"2025-05-11 04:41"
E47,"534 HOOVER CT, GILROY, CA, 95020",MEDICF,"534 HOOVER CT",Gilroy,"2025-05-11 05:12"
E48,"760 EINSTEIN PL, GILROY, CA, 95020",PS,"760 EINSTEIN PL",Gilroy,"2025-10-29 13:39"
E48,,MEDICF,"E NINTH ST/ALEXANDER ST",Gilroy,"2025-05-11 05:26"
E47,"7151 CAMINO ARROYO, GILROY, CA, 95020",1033SD,"7151 CAMINO ARROYO",Gilroy,"2025-05-23 15:19"
"E49, E48","465 GAVILAN CT, GILROY, CA, 95020",MEDICF,"465 GAVILAN CT",Gilroy,"2025-12-03 07:03"
E50,"5402 MESA RD, GILROY, CA, 95020",MEDICF,"5402 MESA RD",Gilroy,"2025-10-03 15:43"
E47,,AUTOAM,"901 ARIZONA CI","Santa Clara County","2025-06-12 07:11"
"E49, B48, B50",,AUTOAVA,"HECKER PASS/WHITEHURST",,"2025-11-06 08:15"
E49,"250 NAGAREDA DR, GILROY, CA, 95020",AAF,"250 NAGAREDA DR",Gilroy,"2025-11-20 05:56"
E49,,AUTOAM,"12790 WATSONVILLE RD","Santa Clara County","2025-08-06 11:28"
E47,,MEDICF,"CAMINO ARROYO/PACHECO PASS HY",Gilroy,"2025-08-20 17:46"
"E49, E48","8960 CHURCH ST, GILROY, CA, 95020",1180F,"8960 CHURCH ST",Gilroy,"2025-05-23 16:02"
"B47, E169, E49, E69, B1611, E48, E47",,VEGF,"1400 PACHECO PASS HY",Gilroy,"2025-05-23 12:23"
E48,"7710 CHURCH ST, GILROY, CA, 95020",MEDICF,"7710 CHURCH ST",Gilroy,"2025-08-02 07:21"
E48,,MEDICF,"975 FIRST ST",Gilroy,"2025-11-20 06:24"
E47,"28 MARTIN ST, GILROY, CA, 95020",MEDICF,"28 MARTIN ST",Gilroy,"2025-07-03 11:21"
"E49, E169, B59, E47, E48, B48, E69, B57",,FIRES,"975 FIRST ST",Gilroy,"2025-06-04 01:10"
E48,"8282 MURRAY AVE, GILROY, CA, 95020",MEDICF,"8282 MURRAY AV",Gilroy,"2026-03-13 03:02"
E48,,MEDICF,"FARRELL AV/CHURCH ST",Gilroy,"2025-05-11 11:07"
E48,,MEDICF,"905 FIRST ST",Gilroy,"2025-08-15 02:19"
E48,"1335 CYPRESS CT, GILROY, CA, 95020",MEDICF,"1335 CYPRESS CT",Gilroy,"2025-05-11 14:01"
E47,"7710 CHURCH ST, GILROY, CA, 95020",MEDICF,"7710 CHURCH ST",Gilroy,"2025-05-23 18:22"
E48,"7830 DRIFTWOOD TER, GILROY, CA, 95020",MEDICF,"7830 DRIFTWOOD TE",Gilroy,"2025-11-07 08:45"
E48,,MEDICF,"935 THIRD ST",Gilroy,"2025-08-23 20:00"
"E47, B48",,AUTOAVA,"101S OFF HWY 25 RP/HWY 25 ON 101S RP","Santa Clara County","2025-06-04 05:59"
E47,"7250 MONTEREY ST, GILROY, CA, 95020",MEDICF,"7250 MONTEREY ST",Gilroy,"2025-05-23 18:16"
E48,,MEDICF,"7049 MILLER AV",Gilroy,"2025-05-11 16:23"
E48,,MEDICF,"827 FIRST ST",Gilroy,"2025-07-20 22:39"
E47,"7175 HARVARD PL, GILROY, CA, 95020",MEDICF,"7175 HARVARD PL",Gilroy,"2025-11-03 09:34"
E48,,MEDICF,"777 FIRST ST",Gilroy,"2025-05-11 15:40"
"E47, B47",,VEGF,"US HWY 101/AUTOMALL PARKWAY",Gilroy,"2025-12-20 05:14"
E47,,AUTOAM,"FURLONG AV/DUNLAP AV","Santa Clara County","2025-05-23 17:35"
E48,"8490 WREN AVE, GILROY, CA, 95020",MEDICF,"8490 WREN AV",Gilroy,"2025-06-04 06:44"
E47,"152 CAROLINE LN, GILROY, CA, 95020",MEDICF,"152 CAROLINE LN",Gilroy,"2025-07-20 22:09"
"E49, E48","8195 WESTWOOD DR, GILROY, CA, 95020",MEDICF,"8195 WESTWOOD DR",Gilroy,"2025-05-11 15:47"
E48,"8490 WREN AVE, GILROY, CA, 95020",MEDICF,"8490 WREN AV",Gilroy,"2025-05-11 17:13"
"E47, E49",,1180F,"W TENTH ST/MONTEREY ST",Gilroy,"2025-05-11 17:17"
"E48, E169, B47",,1181F,"US HWY 101/AUTOMALL PARKWAY",Gilroy,"2025-05-23 17:36"
